fico,ltv,coborrower,dti,state,default
765,80,N,31,CA,0
736,93,Y,19,AZ,1
577,58,N,31,CA,0
742,89,Y,23,CA,0
662,83,Y,37,AZ,0
629,75,N,41,CA,0
778,82,N,44,AZ,0
676,72,N,10,FL,0
560,71,Y,29,FL,1
618,59,Y,11,AZ,0
838,97,N,31,CA,0
716,86,N,11,CA,0
673,72,N,26,FL,0
750,81,Y,12,AZ,0
777,96,N,28,CA,0
777,96,N,16,AZ,0
626,75,N,27,CA,0
773,94,N,35,AZ,0
610,66,N,18,CA,1
708,87,N,18,AZ,0
767,86,N,31,AZ,0
635,64,N,40,CA,0
690,75,Y,28,AZ,0
769,85,N,26,CA,0
625,62,N,37,CA,0
666,69,N,35,CA,0
700,76,N,12,AZ,0
808,100,N,14,CA,0
612,80,Y,29,AZ,0
711,72,N,22,CA,0
731,76,Y,32,CA,0
614,58,N,32,AZ,0
831,105,N,33,CA,0
605,64,N,25,CA,1
661,77,N,37,AZ,0
751,89,N,28,AZ,0
829,90,N,19,CA,0
606,79,Y,37,CA,0
570,59,Y,30,CA,0
614,62,N,13,CA,0
552,71,N,28,CA,0
603,74,N,18,FL,0
596,57,N,25,FL,0
770,94,N,40,CA,0
600,67,N,43,CA,0
623,67,N,18,AZ,0
810,85,N,21,CA,0
808,97,N,40,FL,0
657,81,N,10,CA,0
780,81,N,13,CA,0
670,65,Y,12,CA,0
657,80,Y,43,CA,0
658,71,N,22,CA,0
777,91,N,42,CA,0
751,79,N,15,FL,0
785,79,Y,43,CA,0
823,97,N,22,AZ,0
711,81,Y,20,CA,0
739,91,Y,31,AZ,0
710,81,N,36,CA,0
579,68,N,26,FL,0
589,72,N,44,AZ,0
588,73,Y,29,CA,0
767,86,N,10,FL,0
626,67,N,32,FL,0
597,71,N,34,CA,0
551,55,N,39,AZ,0
700,71,N,32,CA,0
637,84,N,13,CA,0
769,93,N,21,CA,0
779,82,N,35,CA,0
735,76,N,29,CA,0
641,79,N,19,CA,1
731,87,Y,14,CA,0
602,59,N,30,CA,0
648,73,Y,23,CA,0
594,78,N,32,CA,0
798,102,N,14,CA,0
731,94,N,31,CA,0
727,84,N,44,AZ,0
669,68,N,30,AZ,0
683,80,Y,41,CA,0
775,79,N,43,CA,0
582,66,Y,40,AZ,0
683,83,N,13,CA,0
631,67,Y,19,CA,0
838,98,N,30,AZ,0
743,86,N,29,AZ,0
710,92,N,24,FL,0
639,71,N,30,CA,0
557,68,N,33,AZ,0
622,79,N,34,AZ,0
706,87,N,25,CA,0
734,94,N,29,FL,0
663,71,N,33,AZ,0
711,71,N,38,CA,0
720,72,N,32,AZ,0
760,77,N,34,AZ,0
632,70,N,11,CA,0
575,54,N,34,CA,0
691,73,N,15,CA,0
672,86,N,32,CA,0
835,95,N,30,AZ,0
786,91,Y,36,CA,0
765,94,N,19,FL,0
761,91,N,35,CA,0
757,88,Y,29,AZ,0
614,77,Y,44,FL,0
550,67,N,22,CA,0
626,60,N,12,CA,0
710,90,Y,43,CA,0
572,74,Y,16,CA,0
741,90,N,32,CA,0
758,94,N,30,AZ,0
697,83,N,32,AZ,0
837,104,N,37,AZ,0
632,71,Y,19,AZ,0
663,78,Y,42,AZ,0
632,70,N,19,CA,0
713,91,N,35,AZ,0
713,77,N,21,CA,0
769,99,N,29,CA,0
684,78,N,23,FL,0
745,82,Y,42,CA,0
633,72,Y,43,CA,0
599,59,N,14,CA,0
576,63,N,23,AZ,0
709,70,Y,43,AZ,0
596,56,N,21,CA,0
834,95,N,10,AZ,0
579,63,Y,38,CA,0
586,59,N,39,CA,0
804,95,N,44,AZ,0
706,72,Y,33,FL,0
635,79,N,22,CA,0
699,84,N,12,FL,0
813,83,N,27,FL,0
592,56,Y,32,CA,0
762,97,N,22,CA,0
645,65,N,28,CA,0
574,70,Y,31,CA,0
663,80,N,25,AZ,0
554,63,Y,10,FL,0
815,88,N,16,FL,0
600,70,N,25,AZ,0
605,68,N,27,CA,0
743,94,N,19,CA,0
557,62,N,36,CA,0
603,79,N,20,AZ,0
576,55,Y,18,FL,0
668,75,N,30,CA,0
725,89,N,32,AZ,0
834,94,N,10,CA,0
605,78,N,25,AZ,0
577,61,N,31,AZ,0
777,83,N,42,CA,0
753,78,N,37,CA,0
782,83,N,41,CA,0
736,83,N,26,FL,0
644,64,Y,20,CA,0
552,58,N,12,CA,0
614,81,N,39,CA,0
808,94,N,20,CA,0
618,73,N,31,CA,0
784,93,N,39,CA,0
847,90,N,16,CA,0
696,76,N,39,CA,0
709,90,Y,11,CA,0
762,80,N,15,CA,0
670,69,N,24,FL,0
724,73,N,27,AZ,0
697,85,Y,41,CA,0
652,63,N,44,CA,0
555,72,N,36,CA,0
604,79,Y,43,AZ,0
573,58,Y,43,AZ,0
661,71,N,34,CA,0
599,69,Y,24,CA,0
584,65,N,18,AZ,0
643,82,Y,11,CA,0
567,55,N,33,AZ,0
658,72,Y,36,CA,0
734,86,N,19,CA,0
671,65,N,29,CA,0
684,74,N,27,AZ,0
559,63,N,12,CA,0
763,78,N,27,FL,0
660,78,N,22,AZ,0
748,93,Y,20,AZ,0
554,56,Y,11,FL,0
769,86,N,22,AZ,0
603,80,N,27,AZ,0
621,67,N,14,CA,0
554,58,N,11,CA,0
734,72,Y,23,AZ,0
621,64,Y,44,AZ,0
619,64,N,25,CA,0
781,84,N,30,CA,0
589,58,N,35,AZ,0
789,98,N,35,CA,0
611,63,N,37,CA,0
843,101,N,41,AZ,0
740,74,N,39,CA,0
679,66,N,13,AZ,0
841,104,N,42,AZ,0
758,88,N,16,CA,0
661,70,N,41,CA,0
756,97,N,25,CA,0
710,78,Y,14,AZ,0
629,68,N,11,AZ,0
844,91,N,21,CA,0
649,76,N,28,FL,0
653,67,N,32,FL,0
803,87,N,27,CA,0
664,81,Y,41,CA,0
756,84,N,26,AZ,0
643,79,N,36,CA,0
774,86,N,17,CA,0
638,61,N,35,CA,0
807,103,N,15,CA,0
841,99,N,23,CA,0
795,102,N,23,AZ,0
739,74,Y,12,CA,0
689,79,Y,40,CA,0
566,73,Y,15,CA,0
555,55,Y,20,CA,0
681,77,N,24,CA,0
844,95,N,10,AZ,0
824,86,N,17,AZ,0
561,71,N,38,CA,0
816,98,Y,30,CA,0
823,93,N,36,CA,0
837,86,N,10,CA,0
654,74,N,28,AZ,0
821,82,N,15,CA,0
638,82,N,26,AZ,0
656,68,N,33,FL,0
746,84,Y,38,FL,0
808,83,N,32,CA,0
749,95,Y,42,AZ,0
800,91,N,21,AZ,0
659,65,N,22,CA,0
613,71,N,27,AZ,0
804,89,N,24,AZ,0
612,77,N,13,AZ,0
553,52,N,41,AZ,0
739,81,N,33,CA,0
555,70,N,34,CA,0
821,83,N,37,CA,0
691,87,N,22,CA,0
601,69,N,41,AZ,0
833,99,N,17,CA,0
580,59,N,40,AZ,0
817,82,N,37,CA,0
677,77,Y,44,FL,0
813,93,N,23,CA,0
742,76,Y,26,FL,0
844,90,N,27,AZ,0
841,101,Y,36,CA,0
738,87,N,42,CA,0
748,95,N,19,CA,0
826,86,N,16,FL,0
656,65,N,32,AZ,0
809,103,N,21,CA,0
766,77,N,30,CA,0
731,91,Y,34,AZ,0
795,98,N,10,AZ,0
593,66,N,40,CA,0
619,72,N,24,FL,0
740,73,N,39,CA,0
749,86,N,14,CA,0
655,62,N,15,CA,0
589,59,N,19,FL,0
766,84,N,42,CA,0
552,54,Y,37,AZ,0
711,86,N,23,CA,0
616,74,N,27,CA,0
796,83,N,33,AZ,0
605,72,Y,28,AZ,0
632,71,Y,39,AZ,0
660,78,N,11,AZ,0
797,89,N,16,CA,0
712,92,Y,17,CA,0
759,91,N,17,CA,0
728,72,N,44,AZ,0
738,76,N,32,CA,0
748,89,N,12,FL,0
815,87,N,28,AZ,0
754,98,N,29,FL,0
789,87,N,12,CA,0
675,72,N,44,CA,0
813,93,N,19,CA,0
813,87,N,14,CA,0
801,93,N,32,CA,0
578,76,Y,15,CA,0
699,85,N,36,CA,0
698,86,N,34,CA,0
562,63,N,30,CA,0
584,61,N,16,AZ,0
762,83,N,27,CA,0
641,83,N,25,AZ,0
652,64,N,38,CA,0
631,59,N,26,CA,0
593,56,N,28,CA,0
657,73,N,27,CA,0
647,76,N,43,AZ,0
832,97,N,30,AZ,0
707,87,N,38,CA,0
617,58,Y,28,AZ,0
814,101,N,31,CA,0
629,69,Y,43,CA,0
577,73,N,17,CA,0
596,67,N,15,AZ,0
784,79,N,27,FL,0
564,71,N,25,CA,0
749,95,N,18,CA,0
764,90,N,38,CA,0
708,70,N,22,CA,0
813,98,Y,13,CA,0
627,76,Y,17,CA,0
582,57,N,32,AZ,0
736,93,N,15,AZ,0
627,83,N,30,CA,0
678,80,N,29,AZ,1
817,92,Y,15,FL,0
794,80,N,43,CA,0
617,62,Y,10,AZ,1
614,67,N,20,FL,0
736,89,Y,32,CA,0
556,69,N,18,CA,0
620,61,Y,20,CA,0
684,81,N,30,AZ,0
608,75,N,14,AZ,0
806,99,N,42,CA,0
688,88,Y,22,CA,0
808,89,Y,11,CA,0
553,60,N,31,CA,0
582,67,N,25,AZ,0
728,77,N,38,CA,0
836,101,N,35,AZ,0
689,86,N,23,CA,0
619,77,N,16,CA,0
679,89,Y,15,CA,0
661,82,N,28,CA,0
637,76,N,28,CA,0
595,58,N,37,CA,0
725,84,N,16,CA,0
613,68,N,37,CA,1
554,62,N,17,CA,0
743,76,N,37,CA,0
814,91,N,15,CA,0
739,85,N,43,CA,0
578,54,Y,35,CA,0
719,78,N,16,CA,0
808,97,N,14,CA,0
615,73,Y,35,CA,0
616,74,Y,24,CA,0
573,74,N,31,AZ,0
755,87,N,13,CA,0
790,99,N,43,CA,0
644,64,N,16,AZ,0
791,89,N,43,AZ,0
672,85,N,39,CA,0
678,71,N,16,AZ,0
758,87,N,43,CA,0
812,85,Y,12,FL,0
666,65,N,35,FL,0
693,87,N,37,CA,1
842,101,N,35,CA,0
817,97,N,38,FL,0
832,85,N,26,CA,0
610,73,N,10,CA,0
598,65,N,39,CA,0
611,65,N,33,CA,0
722,86,N,26,FL,0
705,81,N,27,FL,0
843,92,N,24,CA,0
571,59,Y,17,CA,0
808,88,N,10,AZ,0
659,77,N,43,AZ,0
796,96,N,20,FL,0
810,85,N,39,CA,0
721,84,N,37,CA,0
610,67,N,26,CA,0
639,67,Y,43,AZ,0
824,88,N,32,FL,0
599,65,N,31,AZ,0
578,59,N,20,FL,0
717,87,Y,26,CA,0
626,76,N,34,CA,0
640,77,N,16,CA,0
617,60,N,17,CA,0
609,68,Y,43,CA,0
671,70,N,11,CA,0
735,79,N,25,CA,0
830,86,N,11,CA,0
636,60,Y,19,AZ,0
793,81,N,14,CA,0
704,89,N,26,AZ,0
755,85,N,34,AZ,0
647,68,N,40,AZ,0
581,74,Y,44,CA,0
838,88,N,39,CA,0
762,88,N,16,AZ,0
690,78,N,17,CA,0
598,58,N,37,CA,0
553,69,N,40,CA,0
595,63,N,20,AZ,0
573,75,Y,25,CA,0
581,73,Y,32,CA,0
839,98,N,42,CA,0
705,90,N,22,CA,0
755,96,N,19,CA,0
610,64,N,28,CA,0
652,70,N,34,CA,0
831,84,N,43,CA,0
577,58,N,10,AZ,0
700,80,N,32,CA,0
788,82,N,21,CA,0
811,83,N,10,CA,0
669,80,Y,41,AZ,0
739,76,Y,38,CA,0
841,94,N,44,AZ,0
793,100,Y,12,CA,0
773,98,Y,14,AZ,0
783,100,N,38,CA,0
570,67,N,27,CA,0
693,78,N,21,CA,0
732,78,Y,23,CA,0
667,68,N,17,FL,0
687,84,N,19,CA,0
686,75,N,36,AZ,0
829,89,N,20,FL,0
636,68,N,19,FL,0
755,86,N,17,AZ,0
826,105,N,37,CA,0
710,71,N,10,AZ,0
834,105,N,37,CA,0
836,94,N,16,CA,0
766,92,N,38,CA,0
727,75,N,19,CA,0
786,93,N,33,CA,0
592,74,N,15,AZ,0
721,70,N,27,AZ,0
835,99,Y,24,CA,0
706,73,Y,14,AZ,0
598,60,Y,20,FL,0
647,61,Y,11,AZ,0
848,86,N,34,AZ,0
841,88,Y,20,CA,0
654,81,Y,23,AZ,0
747,94,N,23,CA,0
780,97,N,26,CA,0
696,81,Y,21,FL,0
816,99,N,39,CA,0
657,75,Y,17,CA,0
609,67,N,13,FL,0
690,78,N,35,AZ,0
692,76,N,30,CA,1
661,72,N,34,FL,0
783,80,N,31,FL,0
760,78,N,40,FL,0
670,70,N,10,CA,0
772,93,N,38,CA,0
573,62,N,44,FL,0
726,83,N,42,FL,0
729,88,N,33,AZ,0
600,63,N,35,CA,0
598,56,N,15,AZ,0
785,94,N,32,CA,0
693,77,N,17,CA,0
783,83,N,25,CA,0
800,95,N,30,CA,0
682,77,N,29,AZ,0
650,77,Y,23,CA,0
622,71,N,33,AZ,0
790,82,N,12,CA,0
614,69,N,43,FL,0
761,87,N,34,AZ,0
836,106,N,15,CA,0
670,68,Y,21,CA,0
636,69,N,39,FL,0
581,59,N,26,CA,0
762,90,N,42,CA,0
692,85,N,40,CA,0
820,85,Y,11,CA,0
689,85,Y,38,AZ,0
755,97,N,20,FL,0
575,70,N,16,AZ,0
573,69,N,33,CA,0
659,70,N,18,FL,0
791,87,N,44,CA,0
845,87,N,36,AZ,0
568,57,Y,26,CA,0
707,82,Y,32,CA,0
810,92,N,29,AZ,0
799,83,N,15,AZ,0
767,92,N,38,CA,0
830,96,Y,26,CA,0
808,90,N,25,AZ,0
826,101,N,25,FL,0
800,91,N,36,AZ,0
819,99,N,20,AZ,0
764,87,N,35,FL,0
846,99,N,41,AZ,0
615,61,Y,20,CA,0
681,73,Y,36,AZ,0
693,84,Y,22,AZ,0
750,79,N,20,CA,0
656,85,Y,15,CA,0
681,85,N,22,CA,0
618,66,N,37,CA,0
824,101,N,31,AZ,0
738,77,N,35,FL,0
826,104,N,13,AZ,0
800,89,N,28,CA,0
804,95,Y,18,AZ,1
601,74,N,13,CA,0
691,69,Y,33,CA,0
751,97,N,35,AZ,0
770,79,Y,31,CA,0
635,63,N,21,CA,0
644,80,Y,12,CA,0
696,82,N,39,CA,0
691,79,N,26,CA,0
696,76,N,42,AZ,0
759,77,Y,24,FL,0
793,88,N,23,FL,0
752,77,N,27,FL,0
597,79,N,39,FL,0
820,96,N,35,FL,0
781,99,N,34,FL,0
798,96,N,43,CA,0
554,70,N,32,CA,0
679,87,N,37,CA,0
734,79,Y,14,AZ,0
730,84,N,16,CA,0
778,99,Y,28,CA,0
832,95,N,10,CA,0
737,79,N,30,CA,0
629,80,N,16,AZ,0
660,74,N,20,CA,0
791,91,N,10,CA,0
752,88,N,19,CA,0
585,68,N,14,AZ,0
654,85,N,34,AZ,0
717,72,Y,34,AZ,1
672,65,N,44,CA,0
728,76,N,32,CA,0
592,72,Y,27,AZ,0
738,79,Y,28,AZ,0
627,76,Y,36,AZ,0
728,80,N,41,AZ,0
675,69,N,43,FL,0
613,79,N,26,CA,0
755,81,N,36,CA,0
681,74,Y,32,CA,0
793,91,N,44,CA,0
580,72,N,19,FL,0
719,71,N,33,CA,0
582,56,N,21,CA,0
759,76,N,40,FL,0
746,94,N,24,CA,0
561,73,N,12,CA,0
582,76,N,39,AZ,0
693,78,N,27,AZ,0
586,67,N,23,CA,0
575,74,N,28,CA,0
714,83,Y,23,AZ,0
696,89,N,36,AZ,0
794,99,N,14,CA,0
764,78,N,25,FL,0
572,57,N,28,CA,0
709,86,N,40,CA,0
833,92,N,20,AZ,0
696,89,Y,39,FL,0
559,65,Y,36,CA,0
808,99,N,15,CA,0
707,84,N,30,AZ,1
812,94,N,22,AZ,0
715,77,Y,16,CA,0
599,75,Y,21,CA,0
806,95,N,28,CA,0
750,93,Y,41,CA,0
585,75,N,16,AZ,0
839,85,N,38,CA,1
574,53,N,14,CA,0
700,68,N,16,FL,0
690,71,N,39,AZ,0
737,80,Y,25,FL,0
784,96,N,33,CA,0
586,56,N,40,CA,1
763,86,N,11,CA,0
636,80,N,10,AZ,0
731,78,N,14,AZ,0
702,91,N,14,CA,0
804,95,Y,18,CA,0
584,58,N,40,CA,0
592,66,N,30,CA,0
815,105,N,30,CA,0
659,82,Y,11,FL,0
844,89,N,21,CA,0
808,86,N,42,AZ,0
724,80,Y,11,CA,0
776,89,N,39,AZ,0
847,99,N,20,CA,0
772,82,N,32,AZ,0
565,64,N,44,FL,1
825,101,N,17,CA,0
567,74,N,15,AZ,1
615,64,Y,24,CA,0
661,68,Y,40,AZ,0
797,84,N,22,CA,0
731,85,N,19,CA,0
848,104,N,24,CA,0
836,100,N,18,CA,0
808,97,N,22,CA,0
674,88,Y,42,CA,0
575,64,Y,36,FL,0
699,74,N,28,AZ,0
613,79,Y,42,CA,0
559,51,N,24,FL,0
813,90,N,26,CA,0
553,54,Y,33,FL,0
679,85,N,39,AZ,0
817,104,N,43,AZ,0
637,82,N,32,CA,0
590,74,Y,23,CA,0
831,87,N,35,CA,0
658,63,N,14,CA,0
815,101,N,34,CA,0
682,67,Y,30,FL,0
822,92,N,39,CA,0
598,57,Y,28,CA,0
673,76,Y,26,CA,0
692,73,N,11,FL,0
674,75,N,41,CA,0
805,94,Y,29,CA,0
583,54,Y,18,CA,0
833,99,N,39,AZ,0
573,62,Y,41,CA,0
589,62,N,25,AZ,0
649,76,N,37,AZ,0
627,68,N,39,FL,0
802,100,N,21,CA,0
699,79,N,37,CA,0
747,80,Y,10,CA,0
573,75,Y,41,CA,0
775,77,N,34,AZ,0
695,90,Y,20,FL,0
819,82,N,34,AZ,0
832,86,N,10,CA,0
687,68,N,17,CA,0
657,67,Y,27,CA,0
606,60,N,31,CA,0
717,88,Y,11,CA,0
803,83,N,31,AZ,0
757,80,N,35,CA,0
708,90,N,27,CA,0
754,76,N,20,CA,0
847,91,N,16,FL,0
691,78,N,18,CA,0
583,69,Y,27,AZ,0
687,70,N,27,AZ,0
802,99,N,33,CA,0
695,78,N,11,CA,0
781,83,N,10,FL,0
834,90,N,14,CA,0
622,73,N,19,AZ,0
822,97,N,20,CA,0
602,63,N,29,CA,0
697,79,N,15,AZ,0
643,72,N,39,AZ,0
631,74,N,15,AZ,0
771,77,N,17,CA,0
773,92,N,13,CA,0
798,103,N,32,FL,0
823,92,N,34,CA,0
786,91,N,32,CA,0
555,73,Y,42,FL,0
826,88,N,33,CA,0
564,68,N,21,CA,0
773,81,Y,18,AZ,0
587,77,N,30,CA,0
686,67,N,39,FL,0
722,88,N,30,CA,0
840,100,N,39,AZ,0
690,73,N,33,CA,0
720,78,N,36,CA,0
620,61,N,12,AZ,0
842,85,N,29,AZ,0
645,75,Y,24,FL,0
674,75,N,22,CA,0
787,94,N,33,CA,0
814,92,N,25,AZ,0
711,71,N,43,CA,0
703,86,Y,11,AZ,0
574,74,N,32,CA,0
763,96,N,33,CA,0
617,69,N,31,CA,0
773,89,N,36,CA,0
792,79,N,33,CA,0
752,76,N,20,FL,0
754,90,N,43,CA,0
644,73,N,14,CA,0
805,90,N,40,CA,0
742,81,N,34,AZ,0
593,69,N,34,CA,0
606,59,N,28,AZ,0
744,80,Y,39,CA,0
768,93,Y,23,CA,0
710,86,N,27,AZ,0
594,78,Y,36,AZ,0
768,82,Y,17,AZ,0
689,80,Y,14,CA,0
646,66,N,23,FL,0
774,87,N,20,CA,0
685,69,N,10,AZ,0
560,71,N,10,CA,0
795,93,N,42,CA,0
717,75,N,17,FL,0
581,77,Y,11,FL,0
598,78,N,17,CA,0
739,89,Y,10,CA,0
827,104,N,37,AZ,0
647,84,N,25,CA,0
769,97,N,12,CA,0
725,77,N,15,AZ,0
771,77,Y,35,CA,0
568,64,N,35,AZ,1
563,70,N,42,CA,0
604,78,Y,22,CA,0
554,67,N,10,CA,0
669,65,N,10,FL,0
818,106,N,13,AZ,0
784,80,N,18,FL,0
824,96,N,33,AZ,0
680,68,Y,13,CA,0
806,97,N,30,CA,0
718,88,Y,15,CA,0
836,99,N,16,FL,0
811,102,Y,23,CA,0
822,94,N,39,CA,0
652,72,N,39,CA,0
552,66,N,19,CA,0
781,86,N,11,CA,0
653,65,Y,39,CA,0
635,67,N,23,AZ,0
602,59,N,39,AZ,0
581,56,Y,10,CA,0
673,88,N,44,CA,0
615,62,N,42,CA,0
669,65,N,28,CA,0
703,79,N,28,AZ,0
676,75,Y,12,CA,0
834,99,N,27,AZ,1
691,71,N,41,FL,0
577,61,N,33,FL,0
787,91,N,38,FL,0
672,70,N,34,FL,0
652,65,N,16,CA,0
657,69,N,32,AZ,0
818,98,N,29,AZ,0
664,73,Y,33,CA,0
559,70,N,12,CA,0
683,76,Y,40,FL,0
744,85,Y,44,CA,0
786,94,N,43,CA,0
553,55,N,20,CA,0
743,79,N,39,CA,0
785,101,N,11,FL,0
839,90,N,44,CA,0
584,72,N,43,CA,0
674,76,Y,22,CA,0
799,84,N,15,AZ,0
790,101,N,23,CA,0
621,64,N,21,CA,0
566,62,N,29,AZ,0
718,84,N,39,FL,0
636,83,Y,17,CA,0
732,79,N,19,CA,0
789,85,N,23,CA,0
636,64,N,17,CA,0
575,59,N,24,AZ,1
700,79,N,33,CA,0
637,80,N,24,CA,0
728,82,Y,13,CA,0
784,88,Y,42,CA,0
819,83,Y,43,CA,0
827,85,Y,32,FL,0
842,89,N,17,AZ,0
588,77,Y,39,CA,0
838,88,N,26,AZ,0
742,94,Y,10,CA,0
759,88,N,37,AZ,0
846,95,N,40,CA,0
768,85,N,29,CA,0
781,98,N,22,AZ,0
678,70,N,12,AZ,0
729,81,N,36,CA,0
551,68,N,15,FL,0
824,96,N,12,AZ,0
647,68,N,33,CA,0
764,95,Y,25,AZ,0
683,66,N,37,CA,0
746,83,N,12,CA,0
595,65,N,18,CA,0
793,98,N,30,AZ,0
737,91,N,37,CA,0
724,89,N,28,CA,0
580,70,Y,32,AZ,0
596,71,Y,20,CA,0
622,67,N,43,FL,0
577,67,Y,10,FL,0
614,70,N,35,CA,0
637,61,Y,31,CA,0
646,68,Y,39,CA,0
624,80,N,35,AZ,0
747,97,N,23,AZ,0
725,77,N,37,FL,0
763,84,N,10,AZ,0
835,100,N,16,CA,0
720,80,N,10,CA,0
652,72,N,14,CA,0
833,94,N,40,CA,0
769,83,N,26,CA,0
622,78,Y,20,AZ,0
778,89,N,40,AZ,0
632,73,Y,14,FL,0
694,90,N,34,FL,0
841,85,N,30,FL,0
566,68,N,18,AZ,0
748,82,N,22,FL,0
795,81,N,12,CA,0
802,85,N,11,AZ,0
600,61,N,26,FL,0
789,91,N,28,CA,0
605,80,N,21,CA,0
685,88,Y,40,FL,0
786,93,N,28,AZ,0
576,70,N,18,CA,0
638,78,N,10,AZ,0
682,78,Y,37,AZ,0
682,76,N,27,AZ,0
609,70,N,42,CA,0
732,83,Y,37,CA,0
791,95,N,21,CA,0
697,77,N,32,CA,0
682,71,N,15,CA,0
563,54,N,30,CA,0
618,78,N,25,AZ,0
602,78,N,20,FL,0
839,87,N,38,CA,0
689,78,N,18,FL,0
566,74,N,37,CA,0
760,76,N,44,CA,0
696,78,N,41,CA,0
599,67,N,23,CA,0
745,95,N,30,CA,0
642,81,N,11,AZ,0
690,83,N,21,CA,0
781,92,N,28,AZ,0
724,71,N,33,AZ,0
771,88,Y,41,CA,0
839,94,N,26,CA,0
743,90,N,20,AZ,0
774,82,N,31,CA,0
615,80,N,33,CA,0
730,87,N,16,CA,0
587,68,Y,27,CA,0
769,89,N,25,CA,0
833,97,N,10,AZ,0
830,98,N,44,CA,0
757,79,N,22,AZ,0
568,73,N,21,CA,0
707,73,N,21,FL,0
721,79,N,37,AZ,0
657,70,N,41,CA,0
650,70,N,10,CA,0
749,80,N,36,AZ,0
790,95,N,32,CA,0
697,70,N,21,CA,0
755,88,N,27,CA,0
826,91,N,42,AZ,0
813,103,N,20,CA,0
843,99,N,21,CA,0
634,79,Y,10,CA,0
649,63,Y,17,CA,0
598,67,N,20,AZ,0
576,57,N,28,FL,0
637,76,N,14,FL,0
743,88,N,29,AZ,0
728,94,N,22,CA,0
791,99,N,25,AZ,0
556,52,N,24,AZ,0
730,74,N,32,CA,0
815,99,Y,13,CA,0
674,72,N,20,CA,0
649,80,Y,30,AZ,0
572,57,N,12,AZ,0
704,88,N,26,CA,0
614,61,N,29,AZ,0
801,88,N,31,CA,0
651,78,N,31,CA,0
691,86,N,25,AZ,0
783,79,N,11,AZ,0
640,62,N,29,AZ,0
567,73,N,32,CA,1
690,86,N,26,CA,0
693,74,N,38,AZ,0
634,70,N,11,CA,0
710,73,N,33,CA,0
834,104,N,24,CA,0
839,86,N,44,CA,0
560,58,N,34,CA,0
593,61,N,35,CA,0
644,80,N,17,AZ,0
629,70,N,13,CA,0
660,86,N,13,CA,0
788,80,N,43,AZ,0
658,80,Y,18,CA,0
600,60,Y,20,CA,0
608,80,N,14,AZ,0
703,81,N,30,CA,0
766,87,N,10,CA,0
592,77,Y,17,AZ,0
780,90,N,19,CA,0
689,78,Y,36,AZ,0
557,59,Y,14,AZ,0
794,88,N,19,AZ,0
842,92,N,34,CA,0
755,95,N,24,CA,0
834,102,N,19,AZ,0
667,80,N,27,FL,0
844,99,N,22,CA,1
831,84,N,28,AZ,0
722,87,Y,37,CA,0
815,94,N,14,CA,0
596,75,N,39,CA,0
596,70,N,41,AZ,0
605,56,N,13,AZ,0
636,68,Y,17,CA,0
629,72,N,41,AZ,1
800,101,Y,16,CA,0
826,103,Y,22,CA,0
645,69,N,21,CA,0
580,76,N,10,AZ,0
551,53,N,23,CA,0
701,77,Y,42,CA,0
830,94,N,19,CA,0
789,92,N,22,CA,0
762,85,Y,20,CA,0
563,63,Y,18,AZ,0
793,85,N,21,AZ,0
603,57,N,43,FL,0
747,87,N,41,AZ,0
815,83,N,20,CA,0
730,95,N,27,AZ,0
641,76,N,22,CA,0
599,60,Y,27,CA,0
818,98,Y,30,FL,0
805,90,N,25,CA,0
588,68,N,16,CA,0
665,73,Y,10,CA,0
584,56,N,38,CA,0
783,91,N,11,CA,0
717,70,N,33,CA,0
624,72,N,32,CA,0
600,76,Y,22,FL,0
605,76,Y,30,CA,0
790,97,N,28,FL,0
571,71,N,18,CA,0
694,78,N,19,CA,0
627,72,Y,26,CA,0
688,78,N,39,CA,0
810,97,Y,12,CA,0
658,79,N,39,FL,0
643,66,N,18,CA,0
813,102,N,13,CA,0
732,84,Y,35,AZ,0
551,68,Y,14,CA,0
814,99,N,23,AZ,0
828,96,N,20,AZ,0
816,97,N,27,CA,0
604,57,N,33,AZ,0
627,67,N,13,CA,0
737,81,N,24,CA,0
634,70,N,44,CA,0
706,73,N,36,CA,0
609,57,Y,33,CA,0
710,70,N,29,CA,0
700,81,Y,10,CA,0
836,98,N,23,AZ,0
753,88,N,15,CA,0
596,71,N,37,AZ,0
761,91,Y,33,AZ,0
802,86,N,30,CA,0
755,90,N,38,AZ,0
628,66,Y,35,AZ,0
729,93,N,15,CA,0
605,72,N,22,AZ,0
746,77,N,23,CA,0
832,105,N,41,AZ,0
726,83,N,22,FL,0
732,79,N,30,CA,0
594,58,N,18,FL,0
847,100,N,41,AZ,0
745,73,Y,12,CA,0
712,72,Y,41,CA,0
835,98,N,36,FL,0
766,95,N,23,CA,0
841,92,N,29,CA,0
762,93,N,28,CA,0
610,74,N,23,CA,0
806,94,N,29,CA,0
640,67,N,10,CA,0
724,92,Y,33,CA,0
754,91,N,26,CA,0
581,54,N,20,AZ,0
678,81,Y,24,AZ,0
662,71,N,12,CA,1
713,91,N,35,CA,0
733,85,N,11,CA,0
796,87,N,10,AZ,0
555,61,N,18,CA,0
625,63,N,34,AZ,0
798,98,N,13,CA,0
735,84,N,33,CA,0
684,74,N,23,CA,0
561,63,Y,23,CA,0
782,99,N,15,AZ,0
624,80,N,17,CA,0
605,71,N,37,FL,0
711,82,N,41,CA,0
